endTime,artistName,trackName,msPlayed
2020-09-21 18:54,Drab Majesty,39 by Design,300099
2020-09-21 18:57,Drab Majesty,The Other Side,173763
2020-09-21 19:29,Slowdive,Alison,232733
2020-09-21 21:16,Slowdive,Machine Gun,140318
2020-09-21 21:21,The Casual Arson Radio Hour,Tame Impala - Borderline (Single Version),270071
2020-09-21 21:26,DOS,Lucid Dreams,348444
2020-09-21 22:19,DOS,Red Moon,173713
2020-09-21 22:23,Brothertiger,Everybody Wants to Rule the World,261000
2020-09-21 22:27,Lapalux,Midnight Peelers,212499
2020-09-21 22:32,Washed Out,Olivia,185774
2020-09-21 22:35,Shura,Make It Up,211393
2020-09-22 01:52,Maxo Kream,3AM (feat. ScHoolboy Q),118547
2020-09-22 01:55,Tennis,Need Your Love,231080
2020-09-22 01:58,Maxo Kream,Murda Blocc (feat. A$AP Ferg),186298
2020-09-22 02:02,Tennis,In the Morning I'll Be Better,213173
2020-09-22 02:06,Tennis,Runner,216960
2020-09-22 02:09,Tennis,Origins,208139
2020-09-22 02:13,Tennis,How to Forgive,216306
2020-09-22 02:17,Tennis,I'll Haunt You,18526
2020-09-22 02:17,Tennis,No Exit,234306
2020-09-22 02:20,Tennis,I Miss That Feeling,202133
2020-09-22 02:24,Tennis,Ladies Don't Play Guitar,224093
2020-09-22 02:28,Tennis,Swimmer,250146
2020-09-22 02:28,Tennis,Echoes,19839
2020-09-22 17:12,Tennis,Need Your Love,162
2020-09-22 17:16,Tennis,Need Your Love,231080
2020-09-22 17:20,Tennis,In the Morning I'll Be Better,17802
2020-09-22 17:23,Tennis,Need Your Love,77586
2020-09-22 17:23,Tennis,In the Morning I'll Be Better,37618
2020-09-22 17:27,Tennis,Runner,216960
2020-09-22 17:30,Tennis,Origins,208139
2020-09-22 17:34,Tennis,How to Forgive,216306
2020-09-22 17:38,Tennis,No Exit,234306
2020-09-22 17:39,Tennis,I'll Haunt You,50644
2020-09-22 17:42,Tennis,I Miss That Feeling,202133
2020-09-22 17:46,Tennis,Ladies Don't Play Guitar,224093
2020-09-22 17:50,Tennis,Swimmer,278774
2020-09-22 17:51,Tennis,10 Minutes 10 Years - Audiotree Live Version,5688
2020-09-22 17:51,Tennis,Matrimony II,69
2020-09-22 17:51,Tennis,Tender as a Tomb,1021
2020-09-22 17:51,Tennis,Late Night,1393
2020-09-22 17:51,Tennis,Echoes,4656
2020-09-22 17:54,Tennis,My Emotions Are Blinding,221800
2020-09-22 17:58,Tennis,10 Minutes 10 Years,191160
2020-09-22 18:00,Tennis,Needle And A Knife,169627
2020-09-23 18:24,Tennis,I'm Callin',9144
2020-09-23 18:24,Slowdive,40 Days,195573
2020-09-23 18:29,Slowdive,Sing,291453
2020-09-23 18:30,Tennis,Timothy,51980
2020-09-23 18:30,Interpol,Hands Away,6339
2020-09-23 18:34,Interpol,Untitled,236666
2020-09-23 18:38,Interpol,NYC,259373
2020-09-23 18:42,Interpol,Hands Away,185626
2020-09-23 18:46,Title Fight,Murder Your Memory,173542
2020-09-23 18:50,Title Fight,Your Pain Is Mine Now,243786
2020-09-23 18:52,Title Fight,Dizzy,112002
2020-09-23 20:46,Slowdive,Alison,3157
2020-09-23 20:49,Slowdive,40 Days,190148
2020-09-23 20:54,Slowdive,Sing,291453
2020-09-23 20:54,Slowdive,Here She Comes,28587
2020-09-23 21:00,Slowdive,Souvlaki Space Station,359373
2020-09-23 21:05,Slowdive,When the Sun Hits,274113
2020-09-23 21:09,Slowdive,Alison,232733
2020-09-23 21:13,Slowdive,Machine Gun,268680
2020-09-23 21:17,Jacques Greene,Do It Without You,212582
2020-09-23 21:17,Slowdive,40 Days,11510
2020-09-23 21:21,Jacques Greene,Sibling,264100
2020-09-23 21:27,DIIV,Bent (Roi's Song),340366
2020-09-23 21:31,DIIV,Blankenship,236746
2020-09-23 21:32,Jacques Greene,Whenever,29173
2020-09-23 21:36,DIIV,Take Your Time,298348
2020-09-23 21:40,DIIV,Valentine,197889
2020-09-23 21:43,DIIV,Earthboy,194715
2020-09-23 21:46,DIIV,Human,177480
2020-09-23 21:51,DIIV,Air Conditioning,270173
2020-09-23 21:54,DIIV,Wait,195946
2020-09-23 21:57,DIIV,Sometime,185600
2020-09-23 22:00,DIIV,Oshin (Subsume),212213
2020-09-23 22:04,DIIV,Home,12863
2020-09-23 22:04,DIIV,Doused,218278
2020-09-23 22:07,KAYTRANADA,Freefall,181160
2020-09-23 22:11,KAYTRANADA,The Worst In Me,226720
2020-09-23 22:14,KAYTRANADA,Vex Oh (feat. Eight9FLY),162146
2020-09-23 22:17,KAYTRANADA,10%,186680
2020-09-23 22:25,Dua Lipa,Don’t Start Now (Kaytranada Remix),267253
2020-09-23 22:30,KAYTRANADA,GLOWED UP,298026
2020-09-23 22:33,KAYTRANADA,TOGETHER,197240
2020-09-23 22:37,KAYTRANADA,GOT IT GOOD,228146
2020-09-23 22:37,KAYTRANADA,Culture,4287
2020-09-23 23:33,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",250891
2020-09-23 23:38,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",237500
2020-09-23 23:41,Vince Staples,Norf Norf,183160
2020-09-23 23:43,Billie Eilish,&burn (with Vince Staples),6284
2020-09-23 23:47,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",233081
2020-09-23 23:50,Vince Staples,Norf Norf,183160
2020-09-23 23:50,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",6697
2020-09-23 23:54,Vince Staples,745,227560
2020-09-23 23:56,Vince Staples,Party People,77514
2020-09-24 04:19,Blood Orange,Chamakay,260106
2020-09-24 04:22,Vince Staples,Yeah Right,188946
2020-09-24 04:27,Blood Orange,You're Not Good Enough,261360
2020-09-24 04:31,Blood Orange,Uncle ACE,256693
2020-09-24 04:34,Blood Orange,No Right Thing,195027
2020-09-24 05:20,LKX,Waves (WYM303),5645
2020-09-24 05:24,Young the Giant,Superposition,230069
2020-09-24 17:19,Blood Orange,No Right Thing,1625
2020-09-24 17:24,Blood Orange,It Is What It Is,307400
2020-09-24 17:31,Blood Orange,Chosen,404480
2020-09-24 17:34,Blood Orange,Clipped On,190906
2020-09-24 17:39,Blood Orange,Always Let U Down,313546
2020-09-24 17:41,Blood Orange,On the Line,74951
2020-09-24 17:44,Blood Orange,Time Will Tell,9902
2020-09-24 17:44,Blood Orange,High Street,178040
2020-09-24 17:46,Blood Orange,Dark & Handsome,153750
2020-09-24 17:51,Blood Orange,Chewing Gum,263869
2020-09-24 17:53,Blood Orange,Hope,125632
2020-09-24 23:04,Washed Out,Amor Fati,2459
2020-09-24 23:04,Washed Out,Before,603
2020-09-24 23:04,Washed Out,You and I,928
2020-09-24 23:04,Washed Out,Soft,255
2020-09-24 23:04,Washed Out,Far Away,0
2020-09-24 23:04,Washed Out,Echoes,248200
2020-09-24 23:09,Washed Out,Before,286413
2020-09-24 23:10,Washed Out,You and I,52946
2020-09-24 23:12,Washed Out,Olivia,145742
2020-09-24 23:16,Washed Out,Too Late,252409
2020-09-24 23:17,Washed Out,Game of Chance,18691
2020-09-24 23:23,Washed Out,Reckless Desires,344274
2020-09-24 23:26,Washed Out,Paralyzed,201245
2020-09-25 00:04,Washed Out,Game of Chance,11084
2020-09-25 00:08,Home,We're Finally Landing,15428
2020-09-25 00:08,Home,Resonance,212881
2020-09-25 00:12,Home,Decay,251000
2020-09-25 00:38,Doja Cat,Say So,179230
2020-09-25 01:45,Mall Grab,Positive Energy Forever,435025
2020-09-25 01:53,Harrison BDP,Decompression,476015
2020-09-25 01:56,Baltra,You Give Me Love,186268
2020-09-25 01:57,Bicep,You,25187
2020-09-26 00:52,Frank Ocean,Pyramids,8591
2020-09-26 00:56,Frank Ocean,Lost,234093
2020-09-26 01:01,Frank Ocean,Super Rich Kids,304760
2020-09-26 01:05,Frank Ocean,Pink Matter,268813
2020-09-26 01:06,Frank Ocean,White,76280
2020-09-26 01:10,Frank Ocean,Monks,200240
2020-09-26 01:13,Frank Ocean,Pink Matter,1282
2020-09-26 01:13,Frank Ocean,Bad Religion,175453
2020-09-26 01:15,Tame Impala,Borderline - Blood Orange Remix,126270
2020-09-26 01:16,Makeshft,Genesis,98336
2020-09-26 01:19,MadeinTYO,Money Up (feat. Toro y Moi),171266
2020-09-26 01:25,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",356352
2020-09-26 01:25,MadeinTYO,Addicted To Power,14605
2020-09-26 01:29,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",188151
2020-09-26 01:33,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",286162
2020-09-26 01:37,Zola Blood,Two Hearts (Jacques Greene Remix) - Edit,245901
2020-09-26 01:43,Mild Minds,DESTINATIONS - Jacques Greene Remix,316721
2020-09-26 01:46,Lapalux,Midnight Peelers,212499
2020-09-26 01:51,Jacques Greene,Fever Focus,274549
2020-09-26 01:56,Jacques Greene,Nordschleife,2497
2020-09-26 01:56,Jacques Greene,Convex Mirror,279353
2020-09-26 02:01,Beach House,Myth,343111
2020-09-26 02:06,Beach House,Wild,298320
2020-09-26 02:11,Beach House,Lazuli,301866
2020-09-26 02:16,Beach House,Other People,264626
2020-09-26 02:20,Beach House,The Hours,251720
2020-09-26 02:25,Beach House,Troublemaker,295546
2020-09-26 02:30,Beach House,New Year,325760
2020-09-26 02:35,Beach House,Wishes,286960
2020-09-26 02:41,Beach House,On the Sea,332466
2020-09-26 02:58,Beach House,Irene,1017013
2020-09-26 03:00,Beach House,Saltwater,175093
2020-09-26 03:04,Cocteau Twins,Cherry-coloured Funk,192466
2020-09-26 03:08,Chromatics,Cherry,271952
2020-09-26 03:12,Tennis,Runner,216960
2020-09-26 03:15,Deerhunter,He Would Have Laughed,17013
2020-09-26 04:29,Slowdive,Alison,232733
2020-09-26 04:33,Slowdive,Machine Gun,268680
2020-09-26 04:36,Slowdive,40 Days,195573
2020-09-26 04:41,Slowdive,Sing,291453
2020-09-26 04:41,Slowdive,Here She Comes,4607
2020-09-26 15:36,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",237500
2020-09-26 15:39,Billie Eilish,&burn (with Vince Staples),152373
2020-09-26 15:47,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",466843
2020-09-26 15:50,Vince Staples,Home,12076
2020-09-26 15:50,Billie Eilish,&burn (with Vince Staples),179015
2020-09-26 15:53,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",214389
2020-09-26 15:57,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",216688
2020-09-26 16:35,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",9055
